Questions,Labels
저희 학교 영어 선생님을 제가 굉장히 존경하게 되면서 영어 공부를 열심히 하고 있습니다,4
제가 의사가 되고 싶은 이유가 정말 제가 사람을 살리고 도움을 드리고 싶어서 인지 아니면 단순히 의학드라마를 보고 멋있다고 생각하며 큰 감명을 받아서 인지 헷갈립니다,4
지금까지 꿨던 꿈에는 선생님남을 가르치는 일이 좋아서 교수남을 가르치는데 돈도 잘 번다고 해서 한의사돈도 잘 벌면서 사람들과 소통하는 일인거 같고 맥을 짚어 모든 것을 알아내는 것이 신기해서 외교관언어에 관심이 많고 외국으로 많이 다닐 수 있다는 것이 좋아서 심리학자남을 도울 수 있는 것이 좋았고남을 위로해줄 수 있는 직업이라서 정신과 의사심리학자의 특징을 갖고 있으면서 돈을 잘 벌 수 있고 인정받는 직업이어서 아나운서방송에 노출되면 유명세를 탈 수도 있고또박또박 말하는게 멋있어 보였고말을 잘 하는 나는 진로를 말 하는 직업으로 삼아야겠다 싶었고또한 사람들에게 정보를 전달함으로써 사람들에게 도움을 주는 직업이어서등이 있었어요,4
중학교 2학년때 부터 지금까지 많은 아르바이트를 다녀보면서 저는 저의 능력 배려 등으로 누군가에게 도움이 되는 것에 흥미를 느낀 저는 사람을 상대하는 서비스직이 적성에 맞는다고 생각해 많은 직업들 중 항공기승무원 이라는 장래희망을 품고 있었습니다,4
제가 의사가 하고싶은 이유는 다친 사람을 빠른 시간내에 제 손으로 살려내고 싶기에 선택한 직업입니다 하지만 부모님이나 친구들 혹은 몇몇의 선생님들은 그런 과들은 힘들다며 다른 과를 추천하니까 요즘엔 내가 이상한건가,4
전에 진로 검사 결과로 나온 설계에 대한 관심이 있어서 설계와 일러스트가 어느정도 접목 되어있는 직업을 찾기 시작했습니다 저는 전부터 경영에 대한 관심이 마음 한켠에 있었기 때문에 진로 고민을 할 때는 호텔경영에 대한 정보도 간간히 알아보곤 했습니다 일러스트레이터 인테리어 디자이너 인테리어 설계 호텔 경영 등 한 분야의 많은 직업을 알아보았습니다,4
제가 진로를 문과로 전향한 이후 비교적 전자기기를 많이 접할 수 있는 직업을 찾아서 진로를 전자기기 마케팅으로 정하게 되었는데요,4
현재 자신이 원하는 진로를 조사하여 찾았는데요,4
그리고 사람들을 도와주는 일을 좋아해서 경찰관과 군인 체육교사 이런 쪽으로 진로를 고민하고 있다가 최근에 경찰관분들이 하시는 일들이 너무 멋있어서 진로로 결정했어요,4
전 사실 진로를 정했습니다,4
진로를 정하였지만 지금 제 심정은 막막합니다,4
이 직업은 경영과 마케팅 분야인 건 알겠는데 나이가 아직 어리다 보니 어떤 대학 학과를 가야하는지 잘 모르겠더라고요 그리고 그 직업을 갖기 위해서 어떤 노력을 해야 하는지도 모르겠습니다,4
근데 아직 이런 직업의 이해도가 낮고 구글링할려해도 어떻게 찾아야하는지 뭐라고 검생해야하는지 모르겠습니다,4
그런데 공학자가되려면 영어과학수학 모든분야에서 공부를 잘해야할거라고 생각이되는데 영어수학과학공부를 아주잘해야한다는 생각이 들어서 공부를 아주잘하지못하면 it공학자에 취업하지못한다는 불안감이있습니다,4
제가 공부를 좋아하는 편도 아니고 과목 중에 좋아하는 건 체육이고 그나마 나은 건 영어라서 제가 중등교사를 하게 된다면 영어를 하려고 하거든요,4
단지 수학 과학이 엄청 재미있어서예체능을 제외하면 수학 과학이 가장 흥미가 있긴 합니다 공부한 것이 아니라 로봇을 만드는 일이 좋기 때문에 공부해왔습니다,4
그런데 요즘은 가끔씩 드라마나 영화를 볼 때마다 배우의 대한 꿈도 생겨서 조금씩 연습해 보고 나중에 음악의 꿈을 먼저 이룬다음 그 후에 배우의 길로 가려고 하는 데 평소에 배우에 대한 정보도 자세히 아는 게 없고 나중에 배우의 길로 들어선다 해도 잘 들어 갈 수 있을지가 너무 걱정됩니다,4
그런데 시간이 지나고 1학년 말쯤 되니까 저도 내가 의학 보건 분야에 종사를 해서 의료 관련 정보들을 알아서 내 주변 사람들이 아프거나 다쳤을 때 실질적으로 도움을 주고 싶다,4
이렇게만 말하면 제 의사는 하나도 안 들어가고 가족들이 나쁜 사람 같지만 정신과의사라는 직업이 싫은 것도 아니고 가족들이 저를 걱정해주는 것응 알 것 같습니다 하지만 둘 다 좋은데 둘 중의 하나의 직업을 취미로 할 수 있는 것도 아니기 때문에 지금 꽤나 큰 고민이 됩니다,4
요즘에 미래전망 직업을 보면 항상 교사들은 순위에서 떨어지지 않고 있더라고요 그리고 저 또한 나름 교사가 되보고 싶기도 하고요그런데 학교교사보다는 유치원 교사가 더 눈길이 가더라고요 귀여운 꼬꼬마들을 가르친다는 것을 생각하면 정말 뿌듯할거 같고 아이들의 첫 사회생활인 유치원에서 아이들을 지도해주는 사람이란게 되게 멋진 것 같더라고요,4
전 배우도 하면서 작가가 되고 싶은데 자금 제가 생각하는 꿈이 좋은걸까요,4
이렇다면 공부를 더해서 경영쪽으로 나아가서 전문적으로 사업을 하는것이 옳은걸까요 아니면 미술로 유학을 가 좋은 아이디어를 바탕으로 하는 사업이 나을까요,4
그러나 NGO단체는 자신의 전공과는 상관없이 할 수 있다고 해서 특별히 뭐 사회학과 쪽으로는 가고 싶지 않다,4
승무원이 혜택이 좋아서 하고 싶은데 오래 할 수 있는 직업이 아니라서 불안하네요,4
제가 꿈이 아직 정해지지는 않았는데 컴퓨터 로봇 IT 쪽으로 가고 싶은데 뭘 준비 해야할지 학교 학과를 어디로 가야할지 못 정하겠어요,4
3 모델에 관한 대학 또는 과를 선택해서 가는 것이 좋을까요 아니면 전공을 다른 것을 하나 정해놓고 모델 활동을 끝낸 후 전공을 살려서 다른 직업으로 바꾸는 것이 나을까요 4 객관적 또는 주관적으로 제 설명을 보고 제가 모델이 될 수 있을지 평가해주세요제가 할 의지와 상관 없이 다른 사람의 평가를 받아보기를 희망합니다,4
여자로써의 직업이 간호사가 좋은직업같아서 간호사를 하고싶은데 공부를 못합니다 56등급 전북대 이런곳 아니여도 한일장신대나 이런곳을 검정고시보고 해서 갈수있을까요,4
아니면 공부를 열심히 해서 자전거를 잠시 접어두고 나중에 치과의사로 성공해서 자전거를 취미로 타는 게 나을까요,4
방송부도 면접보고 들어가서 합격했고요 그렇게 생각했었는데 어느순간부터 골똘히 생각해보니 제가 생각하던 현실과는 좀 다르더라구요 솔직히 방송쪽 일을 해보고 싶습니다,4
그리고 무의식적으로 나도 저런 무대에 서서 춤 추고 싶다는 생각을 하게 되었습니다,4
겨울방학에 생각이 많아져 내가 정말 무엇을 해야할까 심도있게 고민한 결과 메이크업 아티스트가 되야겠다는 생각을 가졌고 친구한테 메이크업을 해줬는데 제가 긴장하면 다한증 이런게 생겨서 ,4
곰곰히 생각을 해보니 자퇴를 하고 얼마 안 지나 제빵에 대해 배워보고 싶다는 생각을 종종 했던 것이 떠올랐고 제빵 쪽으로 가볼까 하는 생각이 들었습니다 하지만 그 당시에 몸이 많이 안 좋았던지라 제빵을 배우지 못했습니다,4
근데 미용을 배운 적도 없고 워낙 아는 게 많이 없다 보니 궁금한 게 정말 많습니다,4
연기의 대한 재능은 없는거같은데 꼭해보고 싶어요,4
사실 인기가 없으면 돈을 잘 못벌게 된다는 것을 알고 있습니다,4
저는진로를 태권도 관장쪽으로 갈생각입니다,4
진로검사도 해보고 커리어넷에서 군인에 관한 여러 정보를 찾아보았지만 제진로가 적성에 맞는지 걱정입니당,4
두 꿈이 서로 너무 달라서 고민입니다,4
근데 흥미가 다양한 것에 너무 많다보니까 이 진로에 제가 진심인지 잘 모르겠습니다,4
사실 제가 좀 활발하고 궁금증도 많고 나서는것도 좋아해서 기자랑 적성이 맞을 것 같은데,4
법조인을 꿈꾸는 학생입니다,4
의사를 꿈꾸고 있는 중학교 1학년 학생입니다,4
저는 방송pd를 꿈꾸고 있는 학생입니다,4
동물사육사를 꿈꾸고있는 학생입니다,4
지금 고등학교 재학 중인 1학년 학생인데 장래희망이 장교입니다,4
현재 일반고에 다니고 있는 평범한 1학년 학생입니다,4
현재 일러스트레이터를 꿈꾼 중학생 입니다,4
저는 현재 팝 아티스트를 꿈꾸는 중학생 입니다,4
저는 영화감독을 꿈꾸는 16살 여자입니다,4
천체물리학자를 꿈꾸는 학생입니다,4
시인이자 플로리스트 꿈꾸는 고1학생입니다,4
안녕하세요 방송PD를 꿈꾸고 있는 학생입니다 ,4
저는 비행기승무원을 꿈꾸고 있는 고등학교 1학년 여학생입니다,4
저는 작곡가가 장래희망인 중학교 1학년 학생입니다 ,4
장래희망이 번역가인 학생입니다,4
애니메이터를 꿈꾸고 있는 학생입니다,4
저는 오래전부터 비행기 조종사를 꿈꿔왔던 학생입니다,4
안녕하세요 현재 작사가를 꿈꾸고 있는 고등학교 3학년입니다,4
수의사를 꿈꾸는 학생입니다,4
은행원을 꿈꾸고 있는 고등학교 2학년 학생입니다,4
저는 사육사가 되고싶은 2005년생 김민지 입니다,4
저는 일러스트레이터가 되고싶은 고등학생입니다,4
저는 심리상담사가 되는 것이 목표였던 학생입니다,4
비서가 되고싶은 고1입니당 ,4
경찰이 장래희망인 중학교 1학년 입니다,4
저는 장래에 영화감독이 되고픈 중학생입니다,4
일러스트레이터가 되고싶은 학생입니다,4
연예인 경호원이 되고싶은 여중생입니다,4
만화가 또는 건축가가 되고싶은 예비 중학생입니다,4
저는 학생들을 감동과 깨달음을 주는 중고등 역사교사가 되고싶은 청소년입니다,4
마케터가 되고싶은 고등학생 이수민입니다,4
화이트 해커가 되고싶은 17살 고등학생입니다,4
요리사가 되고싶은 학생입니다,4
멋진 여군이 되고싶은 중3생 입니다,4
의무기록사를 장래희망으로 하고 있는 일반고 2학년 재학 학생입니다,4
중 고등학교 과학 교사가 되고픈 학생입니다,4
학교 상담 선생님을 목표로 하고 있는 현 고등학교 3학년 곽병주라고 합니다,4
저는 영국의 로햄튼 대학원 졸업 후 가능하다면 저의 상담소를 오픈하는 것이 목표였습니다,4
그건 바로 웹툰작가 였어요,4
저는 패션모델 및 피팅 모델을 꿈꾸고 있는 부산사는 17살 남자입니다,4
해외 파견 직에 관심이 많은 17살학생입니다,4
중학교 때는 저 같은 학생을 가르치기위해 중고등교사가 되고 싶었죠,4
저의 처음 장래희망은 선생님 이였어요,4
지금 제 장래희망은 일러스트레이터입니다,4
지금 고등학교 1학년인데 저의꿈은 기술직 종사자 입니다,4
랩을 하고 싶어요,4
7 상담심리사를 하시며 힘든 일이 있으셨는지 묻고 싶습니다,4
모델을 하고싶은데요,4
정치를 하고 싶었습니다,4
방송작가가 되려면 어떻게 해야하나요,4
야구선수가 되려면 어떻게 해야하는지아나운서가 되려면 어떻게 해야하는지 등이요,4
심리학자가 되려면 어떻게 해야 하나요,4
프로게이머가 되려면 어떻게 해야하나요,4
경찰관이 되려면 어떻게 해야 하나요,4
웹소설작가가 되려면 어떻게해야하나요,4
저는 임상심리사가 되고싶어요,4
래퍼가 되고싶어요,4
제가 형사가 되고싶은데,4
저는 배우 경영자 의사 중에서 하나가 되고 싶어하는 중학교 1학년입니다,4
회계사 되고 싶은 예비 고1입니다,4
저는 내신이 150이 정도 되는 학생이고취미는 베이킹 입니다 하지만 원래 꿈은 경찰 입니다,4
작사가가 되고 싶은 중1 학생입니다 ,4
뮤지컬 배우가 되고 싶은 중학교 3학년 여학생 입니다,4
저는 약사가 되고 싶은 고1학생입니다,4
프로게이머가 되고 싶은 중1 학생입니다,4
외항사 승무원이 되고싶은 17여학생입니다,4
자동차 영업원이 되고 싶은 학생입니다,4
소방관이 되고 싶은 고1 학생입니다,4
경찰이 되고 싶은 고1학생입니다,4
저는 성우가 되고 싶은 중3 학생입니다,4
그런데 저는 요즘 킥복싱 선수나 킥복싱 코치가 되고 싶습니다,4
그래서 저는 인테리어 디자이너가 되고 싶었어요,4
경찰관이 되고 싶습니다,4
제목에서와 같이 저는 판사가 되고 싶습니다,4
시청공무언이 되고 싶습니다,4
저는 승무원이 정말로 되고 싶습니다 ,4
그리고 폴댄스를 즐겨요 아이돌이 되고 싶지도 않고 안무가도 되고 싶지 않아요,4
미래의 제가 꼭 기자가 되고 싶어요,4
자동차 디자이너가 되고 싶습니다,4
유튜브 크리에이터가 되고 싶은데,4
제가 아이돌이 되고 싶은 이유는 이러합니다,4
아이돌이 되고 싶습니다,4
저는 노인스포츠지도사가 되고 싶습니다,4
저는 항공지상직이 되고 싶어요,4
호텔리어가 되고싶은데요,4
별이 되고 싶어요,4
저는 정신과의사가 되고 싶어요,4
그래도 흉부외과 의사가 되고 싶습니다,4
저는 행정사도 되고 싶고 사육사도 되고 싶습니다,4
의사가 되고 싶습니다,4
청소년 상담사가 되고 싶기는 한데 ,4
저는 국과수 부검의가 되고 싶습니다,4
그런데 의사가 되고 싶은 마음도 있습니다,4
여전히 작가는 되고 싶었습니다,4
우선 저는 간호사라는 직업의 연봉이나 삼교대나 의학 관련 직업이라는 점이 마음에 들어 이 직업을 선택하였습니다,4
과학을 직업으로 생각하게 된 계기는 생명과 관련된 연구를 하고 싶었습니다직업으로 예를 들자면 생명과학 연구원 저는 솔직히 연구복을 입고 싶어서 이 직업에 흥미를 가진 것도 맞는 거 같습니다,4
원래는 항공업쪽으로 계속 직업을 보다가 국제문화가 너무 재미있어서 천천히 알아볼려고 하는데 1외교관 말고도 다른 비슷한 직업등이 있을까요 2 외교관과 그 직업들이 될수있는 방법이 궁금해요,4
이 직업은 관련 정보도 많이 없고 보수가 불안정한게 맘에 걸리지만 정말 남에게 도움이 되고싶은 저에게는 우러러보는 직업이라 할수있습니다,4
힘든 일이라는 걸 알고 있지만 저는 그 일에 굉장히 흥미를 가지고 있어요,4
그러다가 저는 제가 소득은 적당하며 여가시간이 많은 직업을 원한다는 걸 알게 되었죠기타복싱그림 등을 배우며 살아가고 싶어요 약사가 그때 떠올랐어요,4
저는 중학교 교사가 꿈입니다,4
또 하나는 모델인데 이건 오래전부터 가진 꿈입니다,4
저는 제과제빵사가 꿈입니다,4
저에 꿈은 연예인입니다,4
제 꿈은 선생님입니다,4
저는 꿈이 바리스타 입니다,4
그래서 제 원래 꿈은 파일럿이나 헬리콥터 조종사였어요,4
그때의 저의 오랜 꿈은 건축 디자이너였습니다,4
제 꿈이 운동선수입니다,4
저는 아이돌이 꿈인 중1입니다,4
제 꿈은 일러스트레이터입니다,4
저의 꿈은 애견유치원교사 입니다,4
경찰이 꿈인 14살 여학생 입니다,4
저의 꿈은 프로게이머 입니다,4
제 꿈은 경찰입니다,4
제 꿈은 원래 물리교사였습니다,4
초등학교 교사가 꿈인 중학생 입니다,4
저는 자동차 기술자가 꿈인 중3 입니다,4
제가 꿈이간호사입니다,4
수의사가 꿈인 평범한 중딩입니다,4
저는 한창 꿈이 많을 나이인 14살 평범한 남학생입니다,4
첫번째 제 꿈은 승무원 입니다,4
제 꿈은 교사 또는 선생님 입니다,4
성우가 꿈인 여자 중학생입니다,4
제 꿈은 의사입니다,4
저는 간호사가 꿈인 중1입니다,4
제 꿈은 안경사입니다,4
저는 초등학교 저학년때부터 꿈이 교사였습니다,4
제 꿈은 제과제방사입니다,4
제 꿈은 영화미술감독입니다,4
원래 저의 꿈은 경찰관 입니다,4
현재 저의 꿈은 소아청소년과의사입니다,4
저는 컴퓨터 프로그래머가 꿈인 학생입니다,4
꿈이 수의사인 중학생입니다,4
저의 꿈은 게임개발자이고 만화가입니다,4
저의 꿈은 판사입니다,4
저의 꿈은 의사입니다,4
선생님 제 꿈이 과학자같은 학자입니다,4
제 꿈은 PD입니다,4
저의 꿈은 초등교사입니다,4
제 꿈이 아나운서 였는데,4
시피 저의 꿈은 국제 공무원입니다,4
저는 소설가가 꿈인 중학생입니다,4
저의 꿈은 비행기 조종사입니다,4
저는 아직 꿈나무입니다,4
저의 꿈은 승무원입니다,4
저의 꿈은 약사 인데요,4
제 꿈은 청소년심리상담가입니다,4
그리고 저 이때까지 꿈은 사실 프로파일러였는데요,4
제 꿈은 로봇공학자입니다,4
꿈이 경찰인 16세 남학생입니다,4
초등학교를 다닐때 부터 제 꿈은 항상 경찰관이었고 아직까지 그 꿈이 이어지고 있습니다,4
중학생 때 꿈도 연극인 이었거든요,4
이제11살인 꿈많은 학생입니다,4
저의 꿈은 화장품연구원입니다,4
우선 앞서 제 꿈은 신약개발자입니다,4
초등학교때부터 쭉 꿈이 아나운서였는데,4
저는 16세 올래 꿈이 패션모델이었습니다,4
저는 제 꿈을 혼자서 숨기고 있어요,4
그래서 제 꿈은 심리상담가에요,4
저는 꿈이 있어요,4
저는 꿈이 있습니다,4
근데 꿈은 있어요,4
최근 들어 교사가 되려면 어디 고등학교를 가야하고 중학교에선 어떤 노력을 해야하는지 궁금해졌어요,4
최근 사육사에 관심이 생겼어요,4
그리고 저는 철학에도 관심이 많고 방송 스탭 쪽 일에도 관심이 많습니다,4
저는 언론직이나 방송쪽에 관심이 있는데요,4
관심있는 분야는 상담심리교육쪽에 관심이 있습니다,4
일러스트레이터 웹툰작가 같이 예술쪽으로도 관심이 있었어요,4
제일 관심있는 분야는 체육 그 다음으로 관심있는 분야는 제과제빵 그다음은 치위생사 쪽이에요,4
그러나 저는 경찰쪽에 관심이 있습니다,4
초등교사는 꼭 대학교를 4년제 나와야 될 수 있나요,4
그리고 연봉은 어느정도 되나요,4
신경회로망연구원이 되려면 지금부터 컴퓨터 프로그래밍을 배워야 하나요,4
제가 궁금 한것은 1제가 공고 기계과를 다니는데 코딩을 해도 될지 2만약 된다면 코딩이 좋은 일자리인지 3연봉은 어느정도 되는지 4독학으로도 되는지 궁금합니다,4
신약개발연구원이 되려면 생명공학과에 가야한다고 알고 있습니다,4
이곳에 들어간다면 성우가 되는 것이 조금이라도 편할까요,4
여러부서가 있을 것 같은데 알려주세요,4
3D 모델러 와 관련된 직업과 어떤쪽을 공부하면 좋은지 알고 싶어요,4
그리고 인공지능 전문가는 전망이 어떤가요저는 과학 수학 국어 영어 사회는 점수가 가장 높고 컴퓨터 자격증 3개는 취득해둔 상태입니다하지만 아직까진 저에게 맞는 직업을 더 찾아보고 싶고 그리고 지금 제 실력으론 제가 말한 두 직업을 제 진로로 삼아도 되는 건가요그리고 만약 아니다 싶으면 어떤 쪽으로 나가는게 나을 것 같고만약 나가도 된다 하면 두 직업중 어떤 것이 미래 사회때 더 좋을까요부탁드립니다 ,4
사람들을 위해서 움직이는 직업 멋진 직업이라고 생각합니다 하지만 저는 특성화고등학교에 있고 간호학과와 전혀 연관이 없는 과에 속해 있습니다,4
1 물리치료학과를 나오면 물리치료사가 될 수 도 있고 스포츠 트레이너 팀 트레이너 같은 것도 될 수 있다고 하길래 그쪽으로도 관심이 좀 있어서 생각중인데,4
그래서 작가나 선생님 같은 문학적 직업을 고민하고 있었는데요 저희 부모님은 제 성격상 변호사나 검사 판사와 같은 법률쪽으로 갔으면 좋겠다고 하십니다,4
그 직업 뿐만 아니라 미래에 안사라지는 직업이 뭔지 자세히 답볍부탁드립니다,4
그리고 이 직업에 대한 조언도 많이 남겨주셨으면 좋겠습니다,4
초등학교에서도중학교에서도 학교와 학원생활을 마친 뒤에 친구들과 온라인 통화방에서 별의별 다양한 게임을 즐기는 것이 삶의 즐거움이였고 고등학교들어 그 빈도가 확연히 줄었지만 제 여태껏 인생과 앞으로의 인생에서 빠질 수 없는 한 요소라고 생각이 들어 내가 지금하고있는 혹은 좋은 추억으로 남았던 게임들의 개발이나 운영에 직접 참여해보거나 그 게임회사에서 기획하는 프로젝트에 참여해보고 싶은 생각이 들어 게임 프로그래머로 진로를 결정하고 이에 따른 여러 학과와 관련 정보를 알아보며 꿈을 준비중입니다 하지만 이런 저에게 요즘 갖가지 고민이 생겼습니다,4
라는 생각을 했었는데 고2가 되고 내년이면 고3이어서 너무 진로에 대해 많이 생각이 들더라고요 정말로 내가 뭘 좋아하고 내가 뭘 해야 행복한지 제가 어릴때 꿈은 선생님이었어요,4
과거에 저는 음악보단 미술쪽에 더 기울어서 화가나 만화가가 되고싶었습니다 하지만 중학교때 한친구의 권유로 작곡에 관심을 들이기 시작했고 작곡가라는 꿈을 가지게 되었습니다 하지만 저는 꿈을 꾸기만하고 실제로 노력을 하지않았습니다 가끔 친구들끼리 모여서 엉성한 음악 몇개 만들고 좋아하는 한심한 사람이였습니다,4
그리고 기관사가 될 수 있는 다른 대학교 학과문과가 갈 수 있는는 어디가 있을까요,4
이 직업을 갖기 위해 갈 수 있는 대학 과가 궁금해요,4
저는 요리사가 되고싶습니다,4
심리학자가 될수 있는지 불안합니다,4
이 단증들이 경호원이되는데 가산점같은게 되는건가요,4
작가가 되고싶습니다,4
저는 태권도 국가대표가 되고싶습니다,4
공무원에서도 소방관이 되고싶습니다,4
2 문화재보존원이 되기 위한 가장 유리하고 빠르게 될수 있는 방법이 있나요,4
그리고 제가 가고싶은 기업는 포스코입니다,4
2약간 국제고등학교 입학이나 국제관련 직업을 얻기 위해서 영어 말고 더 다녀야 학원이 있을까요 3그리고 국제관련직업을 얻기 위해서 더 심화된 공부를 해야하거나 특별히 잘하면 좋은 과목이나 공부등이 있을까요 4아님 국제고등학교를 다니면서 준비하거나 국제관련쪽 직업을 얻기 위해서 가면 좋은 학과는 뭐가 있을까요 5인문계열이나 법학 쪽 국제관련 직업에는 뭐가 있을까요,4
운동과 관련된 진로로 가고싶은데 운동에 관련된 진로로 가려면 어떤 공부를 해야하는지도 알고싶어요,4
총 배점이 18점인데 각각 배점이 어떻게 되는건지 이해가 잘 안가서 질문드립니다마지막으로 2020년에는 드론부사관 분들을 19명을 뽑았는데 경쟁률이 얼마나 될까요,4
1 공대가서 공부하는것이 정말 힘든가요2 기계공학자 연봉이 얼마나 되나요3 운동치료사와 물리치료사가 되기 위한 과정은 무엇인가요4 대학을 갈때 제 성적정도면 운동관련하여 어느 대학과 학과를 가는 것이 좋을까요5 운동치료사와 물리치료사의 연봉6 운동과 관련된 다양한 직업을 추천해주시면 감사하겠습니다,4
경찰 시험이 있기 때문에 대학을 안가도 되지만 그래도 가는 것이 도움이 될 수도 있고 또 만약 간다면 경찰행정학과를 졸업해 가는 방법도 있으니 고민입니다,4
그리고 전 대학교를 서울로 가고 싶은데 서울의 대학교 중에 고등학교 수학선생님이 되려면 졸업해야하는 학과가 있는 곳이 어디어디가 있는지가 궁금합니다,4
근데 고등학교 진학에 갈림길에 놓이게 되었고 최근 너무나도 호텔에 관심이 생기더군요 1 제가 중학교 내신 20  정도 되는데 관광쪽 특성화고가 너무 좋아보여서 그쪽 가서 3년내내 자격증 따고 호텔 쪽으로 가기위해 연습하는게 나을까요,4
제가 지금 진로를 출판편집자 쪽으로 생각 중인데 학과 정할 때 문예창작학과랑 미디어컨텐츠학과 중에 어느 곳이 좀 더 괜찮나요,4
3 가끔 게임에 관련된 직업게임 디자이너 등을 꿈꾸는데 정확히 어떤 공부를 많이해야 하나요,4
예전에는 막연하게 교사 변호사가 되고 싶었는데 요즘은 생각이 바뀌어서 자연계열쪽으로 직업을 선택하고 싶어요,4
근데 문제는 제가 간호 장교 아니면 작가 아니면 사범대 쪽으로 진로를 정하고 싶어요,4
그래서 이제라도 마음먹고 진로에 대한 생각을 해봤는데 음악 쪽으로 나가야 될지 동물 쪽으로 나가야 될지 고민이에요,4
로봇 IT과학 발전으로 예전의 직업들이 사라지는 현대사회에 인간의 건강과 행복에 도움을 줄수 있고 가장 바람직한 직업일듯 해 부모님과 나의 공통된 생각으로 약대를 가서 신약 개발원이 되는게 꿈입니다,4
지금 생각중인 장래희망은 상담사쪽이나 심리그런 것도 재밌을 것 같고 패션이나 디자인쪽에 관심이 많아서 디자이너 같은쪽도 고민중이고 그래서 그런지 화장품연구가도 되고 싶은데 이런직업들은 흥미로 정한거라 조금 불안해요,4
저의 원래 장래희망은 유튜버 입니다,4
저는 간호학과 희망하고 있는 고1 학생입니다,4
제 장래희망이 간호사입니다,4
한국과학기술원이 목표인 고1입니다,4
아이돌을 꿈꾸는 14살 중학생입니다,4
현재 고2를 준비하고 있는 고1입니다,4
저는 사업을 꿈꾸는 17살 허시현입니다,4
그러나 제 원래 장래희망은 군인이였습니다,4
제 장래희망은 약사입니다,4
저는 약사가 장래희망 입니다,4
국제공무원을 꿈꾸는 14살 여학생입니다,4
저는 현재는 승무원을 꿈꾸고 있는 17살 학생입니다,4
소방공무원을 꿈꾸고 있는 현재 고3 학생입니다,4
저는 꼭 신경회로망연구원이 될건데요,4
사람들을 건강하게 해주고 싶어서 뭐 이런 봉사정신사명감도 저는 없고요,4
전 제 미래를 정말 중국에 걸고 싶어요,4
저는 17살 여자입니다 저의 고1 1학기 평균 등급은 46입니다 원래 꿈이 간호사였는데 지금은 간호사를 완전히 포기하고 미용사나 어린이집 교사가 되고 싶습니다,4
초등학생때부터 초등학교 교사라는 꿈을 가지고 고1까지 내내 교사를 꿈꿨습니다 하지만 고1 첫 중간고사를 망치고 이 성적으로 정말 교대를 갈 수 있을까라는 불안감과 확신이 없어졌습니다,4
동기는 어릴적부터 곁에 있는 컴퓨터에 대한 꿈을 키웠기때문입니다,4
저는 외과의사가 되고 싶은 원주중 1학년 입니다 2020 초에 낭만닥터 김사부를 보면서 외과의사의 꿈을 가지게 되었고 특히내 구역 에서는 하나 밖에 없어 살린다 무슨일이 있어도 살린다라는 멘트에 반했어요,4
저는 어렸을 때부터 중1때 까지 교사라는 꿈을 지니며 살아온 사람입니다,4
전 어렸을때부터 꿈은 의사였습니다,4
저는 자기소개서 상 부모님이 알고 있는 꿈은 중등수학교사 입니다 하지만 친구들만 알고 있는 꿈은 작가입니다,4
제가 이 꿈을 꾸게된 이유는 초등학교 4학년 선생님을 보고 이꿈을 꾸게 되었는데 초반엔 자신감이 넘쳤지만 지금은 자신감도 부족합니다,4
저의 꿈은 신약 개발 연구원이었습니다,4
제가 꿈이 2개가 있는데 가수랑 경찰관입니다,4
제가 소방공무원이 꿈인 중학교3학년 학생인데 제가 물어보고 싶은 질문이 3가지가 있습니다,4
제 꿈은 신약개발연구원입니다,4
그래서 제 어릴 때 꿈은 피아니스트였는데 어느 순간 제가 피아노를 못 친다는 것을 알고 피아니스트라는 꿈을 접게 되었어요,4
제 꿈은 배우작가 입니다,4
전 경찰의 꿈이 명확한 중학생입니다,4
일단 저는 꿈이 일반 공무원입니다,4
저는 원래 꿈이 의사였고 1학년 때 물리학자가 꿈이었다가 어떤 책을 계기로 이번 방학에 다시 생각해보니 기업가라는 비전을 가지게 되었습니다,4
전 정치가가 꿈인 16살 여학생 입니다,4
제꿈은 의사였으니까요,4
물론 3학년때의 꿈은 가짜지만요 중학교1학년때의 저도 나 같은 사람이 가수를 꿈꿔도 될까 라는 생각을 가지고 음악피디라고 적었습니다,4
그런데 제가 프로게이머라는 꿈을 이룰수 있을지 잘 모르겠습니다,4
지금 제 꿈이 작곡가이지만 이직업으로 사업을 성공할 수 있는지 잘 모르겠어요,4
첫번째 직업은 프로게이머 입니다,4
저는 현재 나노공학기술자 인공지능 전문가가 진로직업인 14살 학생입니다,4
저의 현재 희망직업은 정신과 의사입니다,4
저는 직업군인을 희망하고 있는 학생입니다,4
제가 지금 고민하고 있는 직업에는 경찰심리상담사사회복지사유치원교사직업군인 인데요,4
제가 현재 희망하고 있는 직업이 변호사입니다,4
원래 희망직업은 생물학자였습니다,4
신경회로망연구원같이 다른 분야와 융합된 진로도 좋을 것 같아요,4
사실 콘서트 기획은 아직 확실하게 정해진 진로가 아니라서 기획과 관련된 좀 더 광범위한 학과를 찾아보고 있어요,4
참고로 전 사회형 관습형 이고요 관심있는분야는 돈과 관련된곳 컴퓨터관련 가르치는일입니다,4
저의꿈은 의사나 간호사입니다,4
이때까지 저의 장래희망은 패션디자이너의사체육교사 등이였습니다,4
저의 장래희망은 의사입니다,4
저의 장래희망이 사이버경찰입니다,4
장래희망은 경찰입니다,4
