,0,result
13689,상담을 받아야 하니까 부끄럽지만 말해야겠죠,5
13690,제 내신은 총 4등급 정도입니다,19
13691,공부를 더 열심히 해서 국내대학을 가라고 말씀하시는 부모님과 저도 물론 그게 맞다고 생각하지만 이러다가 중국 유학 기회까지 날려버리는게 아닐까 하는 마음도 들어서 너무너무 고민이 됩니다,11
13692,부모님을 어떻게 설득하는게 좋을까요,5
13693,그리고 저는 어떻게 하는게 좋을까요,15
13694,고등학교에 올라와서 전 절대 수능을 보지 않겠구나 했는데 내신을 많이 망쳐서 정시로 가야하나 고민중이예요,9
13695,정시로 가려니 제가 지금까지 쌓아왔던 쌓아오고 있는 비교과들이 아른거려서 쉽게 포기를 못하고 있어요  ,14
13696,내신을 다 포기하고 정시를 가려니 겁도 많이 나구요 ,13
13697,전 어떻게 준비를 해야할까요 ,15
13698,원래 꿈이 교사 특히 초등생이나 유치원 쪽 교사였는데 얼마전에 승무원으로 바뀌게 되었습니다,2
13699,진로가 바뀌게 되면서 더 알아보고 주의 깊게 살펴봤는데 항공과를 가기엔 면접이 중요시 되어 면접 준비와 공부를 병행해야될 것 같다는 부담감이 있고 그렇다고 항공과가 아닌 학과를 알아보자니 어디를 가야할지 잘 모르겠습니다,8
13700,또한 항공과를 붙어도 승무원이 되지 못했을 때에 차선책을 세우는 데에도 어려움이 있습니다,0
13701,안녕하세요 국제고등학교를 지원하고자 하는 중학교3학년 학생입니다,10
13702,저는 국제고등학교에 지원하기위해 열심히 준비하는중인데요 제가 어떤 진로를 정하면 좋을지 국제고등학교를 나와서 할 수 있는 직업 또는 국제고등학교와 관련된 직업은 어떤것이 있는지 궁금해요,10
13703,직업특성 검사를 했을때 대인관계능력이 가장 높게 나왔구요,8
13704,저는 평소에 친구들과 수다떠는것을 좋아하고 친구들의 상담을 해주는것을 좋아합니다,14
13705,또한 저는 사람들 앞에서 말하기나 발표를 좋아하고 잘하는편인것같아요,5
13706,무언가를 나서서 하는것을 좋아하고 책임감도 있는 편입니다,0
13707,어떤 직업이 저에게 잘어울릴까요 또 국제고와 관련된 직업은 어떤것이 있는지 알려주세요,1
13708,지금까지 한가지 직업을 정해 그것에 맞춰서 생기부나 진학 관련한 서류를 정리해 두었는데 2학년이 되고 나서 진로를 바꾸는것은 수시에 영향을 미칠까요,2
13709,안녕하세요 ,4
13710,저는 영화감독을 꿈꾸는 16살 여자입니다,19
13711,영화감독을 꿈꾼지 얼마 되지 않아서 영화감독에 대해 모르는 게 너무 많고 고민도 많습니다,1
13712,일단 영화감독이라는 꿈은 너무나도 멋있고 잘 되면 좋은 직업이지만 주변에서 하는 소리는 경제적으로 힘든 직업이다,18
13713,라는 말씀을 많이 하세요,5
13714,저 또한 경제적으로는 자유롭지 못하는 건 사실이고 그래서 이 질문을 하게 되었습니다,11
13715,영화감독은 어떻게 되는 건가요,17
13716,어떤 회사에 들어가나요,13
13717,대학에서 영화감독과 관련된 과를 전공하고 그런 뒤 어떻게 하면 영화감독이 될 수 있는지 모르겠습니다,18
13718,또한 영화감독은 회사원처럼 월급쟁이가 아닌 것 같은데 맞나요,14
13719,고등학교 진학 후 중학생때보다 성적이 많이 떨어져 1학년때는 비교과보다는 교과 성적을 충분히 올리는 것을 목표로 하다보니 2학기 성적은 많이 올랐지만 나중에 자소서 면접 같은 부분에서 무엇을 활동했다고 말해야될지 고민입니다,10
13720,또 현재 내신이 1학년 2학기 기준 2점대 초반인데 교과전형으로 인서울하기에는 턱없이 부족한 성적인것을 알고있기때문에 고민입니다,19
13721,수학 과목이 특히나 취약한데 이번 학기 내로 어느정도 성적을 올려야 안전하게 원서를 접수할 수 있을까요,9
13722,미디어 커뮤니케이션 학과 희망하는데 무슨 활동을 하는 것이 도움이 될까요,5
13723,수학 등급이 정말 안좋습니다,9
13724,수학 안 보는 미디어 커뮤니케이션 학과가 개설된대학은 없나요,13
13725,고등학교 생활을 하면서 생명과학이랑 화학에 흥미를 가져 이와 관련된 직업을 갖고 싶습니다,18
13726,그런데 이와 관련된 진로 중 제가 잘 알고 있는 연구원 의사 약사 정도여서 이제까지 이 세가지 직업을 바라보고 왔습니다,2
13727,그런데 요즘에 드는 의문이 제가 조금 내성적인 성격인데 이러한 직업들을 가졌을 때 제대로 해낼 수 있을까입니다,2
13728,그래서 다른 진로를 찾아야 하나 싶으면서도 아는 직업이 많이 없어 고민입니다,1
13729,그래서 저는 생명과학과 생명공학과 약학과 화학과 화학공학과 정도만 생각하고 있는데 이 과에 진학하게 되면 어떤 방향으로 뻗어나갈 수 있는지 그리고 이공계의 진로에는 어떤 길이 있는지 좀 알려주셨으면 좋겠습니다,8
13730,저는 플라스틱 대체로 사용할수있는것이나 새로운 소재 신제생 어네지를 만들어서 지구에 많은 도움이 되고싶어요 ,6
13731,하지만 생물부분에서도 많은 관심을 가지고 있는데 어떻게야 할지 모르겠습니다,13
13732,주변 친구들은 꿈을 찾아가고있는데 꿈을 찾은 빨리 찾지 못해 대학을 가기위한 교내 생활에서 해야할일을 하지못할까봐 걱정도 됩니다 그리고 어떻게 글을 자세히 써야 과나 직업에 대한 답변을 잘받을수 있을지 가르켜주세여,18
13733,안녕하세요,4
13734,전자통신과 2학년 재학중입니다,3
13735,원래는 취업을 빨리하여 자리잡고 독립하는게 꿈이었습니다,11
13736,코로나 19사태로 취업이 어려워지면서 제2의 꿈인 선생님에 도전하고 싶습니다,9
13737,문과계열인 언어나 사회 및 도덕 쪽은 저에게 맞지 않는것 같아 이과계열인 수학이나 물리쪽으로 선생님이 되고싶어요,2
13738,하지만 막상 제가 인터넷으로 대학 모집 요강에 보면 수학교육과나 물리교육과 등은 학생부교과 특성화고 전형을 뽑지 않는것같아 고민입니다,9
13739,제가 공부는 그닥 잘하지 않아서 점수올릴라고 열심히 노력중이에요,18
13740,이번 시험에서 영어는 60 수학은 70 국어는 30점이 나왔어요,2
13741,그리고 제가 주짓수라는 운동을 배우고 있는데 체대쪽에는 유도는 있지 주짓수는 없더라고요 그래서 그냥 체대를 가고싶은데 실기비중이 그나마 많고 내신에 수학이 안들어가는 체대가 있을까요 ,9
13742,안녕하세요,4
13743,저는 경기도 군단위 지역에 거주하는 학생입니다,9
13744,저는 중하위권 성적을 유지하고 있고 저는 광고계열이나 웹앱 디자인 계열에서 종사하고 싶은 꿈이 있습니다,2
13745,제 생기부 특기사항은 방송부 동아리입니다,9
13746,방송부 활동을 통해 다양한 미디어 관련 경험을 쌓고 있고 내년 3학년 진학에는 영상관련 동아리도 제가 만들어 활동할 계획이 있습니다,9
13747,저희 어머니께서도 마케팅 관련 직업에 종사하셔서 저는 어릴적부터 미디어와 친숙하게 지내왔습니다 하지만 1학년 때 방황을 하다가 성적이 낮게 나왔습니다,8
13748,그 때는 제 진로가 무엇인지 앞으로 무엇을 해야하는지 아무것도 모르고 그저 친구들과 놀기만 하다가 이제야 깨달아서 노력해보려고 합니다,11
13749,관련 과 추천 도서도 열심히 읽으며 독서 기록도 채우려고 하고 있고 방송부 활동도 열심히 참여하고 있습니다 하지만 제 성적이 성적인지라 이런 제 상황에서도 대학에 진학 할 수 있을지 고민이 많습니다,8
13750,어떻게 하면 생기부를 더 채워서 대학 진학에 도움이 될 수 있을까요 성적은 제가 공부를 하며 올릴 예정입니다,18
13751,제가 꿈이 아로마강사로 바뀌었는데요 아로마강사를 하려면 대학 어디 학과를 가야할까요,11
13752,안녕하세요,4
13753,해외 파견 직에 관심이 많은 17살학생입니다,9
13754,법률이나 범죄수사학 또는 국제 관계정치가 관련된 어떤 해외 파견 직이 있는 지 궁금합니다,6
13755,또한 이런 이 직업을 위해 어떤 공부를 해야하고 어떤 시험을 쳐야하며 어떤 능력이 중요한지 알고싶습니다,18
13756,고등학교 입학없이 검정고시를 치는게 문제가 될까요,2
13757,항상 수고해주셔서 감사드립니다,16
13758,안녕하세요,4
13759,외항사 승무원이 되고싶은 17여학생입니다,19
13760,제가 외항사 승무원이 되고 싶은데 영어도 제대로 배울 겸 외항사 승무원을 하는데 도움이 될 것 같아 외국에 있는 대학교를 다니고 싶은데요,8
13761,제가 생각하는 항공사는 에티하드 항공인데요,10
13762,두바이에 항공과 관련된 대학교를 가고 싶은데 어떤 대학교가 있고 제가 지금 고등학교 생활하면서 준비해야 하는게 뭐가 있는지 알려주세요,7
13763,감사합니다,6
13764,안녕하세요,4
13765,요즈음 진로때문에 고민이 많은 고등학교 2학년입니다,19
13766,저는 어느 사립 일반고등학교 2학년에 재학 중이고요,19
13767,특목고나 자사고 정도는 아니지만 그래도 평균 서울대들 해당 10명이상 보내고 지역 일반고 중 가장 대학을 잘보내는 학교에 다니고 있습니다,9
13768,저의 꿈은 신약 개발 연구원이었습니다,2
13769,그 꿈을 이루기 위해서 열심히 공부하였지만 그러나 1학년 때 가정 형편상 학원을 하나도 다니지 못하고 독학으로 공부하다보니 자료도 부족하고 마음잡기도 힘들어 평균 내신 약 42정도로 아무래도 성적이 잘 나오지 않았습니다,8
13770,물론 저희 학교가 일반고 중에서 내신따기 힘든 학교인 편이기는 하지만 그래도 반등이 필요하다고 생가해서 이번 겨울방학에 부모님을 조르고 졸라서 기숙학원에 가게 되었습니다,9
13771,그러나 기숙학원에서 얻어온 것은 허리 디스크와 측만 그리고 룸메이트 친구들로부터의 따돌림이었습니다,6
13772,상처만 받은채 집으로 돌아와서 남은 겨울방학을 나름대로 독서실에서 열심히 공부하며 보냈지만 게속되는 개학 연기로 인해서 3월 말부터 슬럼프가 찾아오게 되었습니다,6
13773,그래서 온라인 개학전까지 약 3주간 공부를 놓는 바람에 진도를 못따라가서 이번 1차 지필 시험에서 작년과 다르지 않은 결과를 얻게 되었습니다,9
13774,또한 가장 열심히 어떻게 보면 방학동안 내내 준비했던 모의고사에서도 모든 과목에서 등급이 단 한 등급도 오르지 않는 저에게 있어서는 가장 충격적인 결과를 가지게 되었습니다왼쪽부터 국수영탐탐 1학년탐구는 절대평가 31311  2학년예상 41454영어는 지난 겨울 방학에 품사 배운 노배입니다 물론 6개월만에 점수가 오른다는건 말도 안되고 제가 3주를 논것도 있지만 그래도 너무나도 괴롭고 고통스러운 결과였습니다,9
13775,지지난주에 시험이 끝난 다음 저는 너무나도 불안했습니다,9
13776,제가 공부로 성공할 수 있을까,18
13777,너무 불안했습니다,13
13778,그리고 너무나도 큰 스트레스와 답답함을 받게 되었습니다,6
13779,지난 겨울 방학동안의 매일 78시간씩 공부했던 것이 3주 번 아웃되어서 논 것 때문에 물거품이 되었다는게 그리고 더 노력하지 못했던 제 자신이 너무 원망스러웠습니다,0
13780,절망스러운 순간 와중에 제가 우연히 아이돌의 무대를 인터넷으로 접했는데 그게 너무 멋있었습니다,6
13781,그리고 그순간 그동안 받았던 공부에 대한 압박감과 스트레스가 없어지는 마음이 편안해지는 경험을 했습니다,0
13782,그리고 무의식적으로 나도 저런 무대에 서서 춤 추고 싶다는 생각을 하게 되었습니다,0
13783,그전에는 관심도 없었고 절대 예체능 관련 일은 하지 않을 것이라고 생각했었던 제가 연예계에 관심이 생겼습니다,18
13784,또한 생각해보니 제가 중학교 체육대회 때나 교회 워십 행사 때 춤을 추는 것을 좋아하고 열심히 했었던 것 같습니다 하지만 여기서 큰 고민이 생겼습니다,14
13785,일단 제가 너무 늦었다고 생각이 너무나 가득합니다,14
13786,저는 고2의 절반을 보냈습니다,19
13787,그리고 지금 이 시기는 객관적으로 보았을 때 오디션을 준비하고 소속사에 들어가서 가수가 되기에 너무나도 늦은 시기라고 생각합니다,8
13788,또한 오디션에 합격할 실력이 되지 않습니다,11
13789,물론 이것은 노력으로 충분히 가능할 것이라고 생각합니다,11
13790,그러나 마음에 걸리는 것이 있는데 바로 포기해야하는 기회비용이 너무나도 큽니다,0
13791,아이돌 가수는 성공하기 정말로 힘든 직업입니다,2
13792,수백명의 연습생들 중 몇십명만 데뷔를 하고 그중 단 몇 그룹만 대중의 주목을 받습니다,6
13793,또한 전성기가 짧아 30대 이후의 삶이 불투명합니다,16
13794,물론 제가 성공을 바라고 가수가 되고 싶은 것은 아니지만 지금 열심히 공부해서 4050대까지 제가 하고 싶은 신약 개발 연구를 하면서 사는 것을 포기한다는 것이 너무나도 아깝습니다,11
13795,그러나 지금 저로서는 공부에 마음 잡기가 너무 힘들고 무대에 서서 멋진 춤을 추고 싶다는 생각이 자꾸 저를 지배합니다,0
13796,지금까지 저는 중학교 3년 고등학교 1년 반 동안 공부로 내 진로를 가야겠다고 생각했습니다,10
13797,그런데 그 길이 너무나도 외롭고 제가 계속해서 공부를 해 나갈 수 있는 동력원이 이제 사라진 것 같습니다,0
13798,반면에 춤을 출 때 춤추고 노래하는 것을 볼 때는 온 몸에 아드레날 린이 솟아오르고 계속해서 즐기면서 할 수 있을 것 같은 느낌이 듭니다 그래서 이번 고등학교 2학년 때까지 만이라도 준비해보고 싶은데 한편이 단순이 짧은 기간에 빠진 것이어서 지금 순간만 좋은 것일 수도 있다는 것에 걱정이 됩니다,0
13799,또 막상 시작한다면 포기할까봐 두렵습니다,11
13800,그래서 어떻하면 좋을지 참 고민이 됩니다,1
13801,긴 글 읽어주셔서 감사합니다,6
13802,이러한 저의 상황에 대해서 객관적이고 현실적인 조언 부탁드립니다,9
13803,물론 희망적인 조언을 받고 싶지만 가끔은 직면도 필요하다고 생각해서 너무 희망적인 말씀보단 객관적이고 현실적인 조언 부탁드립니다,2
13804,그와 추가적으로 몇가지 부탁드릴 것이 있습니다,9
13805,아이돌 가수와 신약 개발 연구원또는 의료관련 생명 연구원이 되는 방법과 필요한 조건 또한 직업관련 정보 및 성공 사례 앞으로의 전망 등을 알고 싶습니다,14
13806,물론 커리어넷 직업정보에서 후자 직업은 찾아 보았지만 상담원님의 답변을 듣고 싶습니다,13
13807,또한 이러한 공부 슬럼프를 이겨내는 방법 또한 알고 싶니다,2
13808,비록 가수를 준비하더라도 공부를 완전히 놓고 싶지는 않기에 부탁드리는 질문입니다,8
13809,물론 가수의 꿈을 포기하고 공부에 전념할 수도 있지만요 정스런 답변을 기대하겠습니다,0
13810,긴을 읽어주셔서 감사드립니다,16
13811,답변 기다리겠습니다,16
13812,안녕하세요,4
13813,진로 고민이 많은 고2 여학생입니다,3
13814,저는 지금 피아노를 전공하고 싶다는 마음을 가지고 있는데요,17
13815,부모님께서 반대하실까봐 속상해 하실까봐 계속 속으로만 고민하고 있는 중이에요,0
13816,이걸 말 해야될지 말아야될지,7
13817,전공을 하고 싶다는 마음은 중학교 2학년 때부터 생각했고 음악선생님이나 담잉 선생님께서도 피아노 치는게 남다르다고 하시고 다른 친구들과는 다르다며 늘 칭찬하셨어요,11
13818,그때는 제 피아노 실력에 자신감을 가지고 있었고 내가 앞으로 더 열심히 연습 한다면 정말 훙률한 피아니스트로써 사람들에게 좋은 음악을 들려줄수 있겠구나 했죠,8
13819,중학교때의 저는 부모님이 당연히 제 의견에 동의해 주실 줄 알았어요,0
13820,근데 정말 진심으로 반대하시더라고요,11
13821,눈물까지 흘리시면서 그 순간 만큼은 너무나 서운했고 저또한 마음이 아팠어요 ,16
13822,레슨비를 다 감당할수 있을만큼 저희 집이 부자인것도 아니고 계속 뒷바라지 해줄 자신이 없다고 하시더라고요,0
13823,정말 다 맞는 말이여서 그냥 얘기 들으면서 한마디도 못하고 울기만 했네요,18
13824,그렇지만 결국엔 마음 잡고 일반고가서 공부 열심히 해서 대학이나 가자 하고 마음 먹었는데 억지로 꾸역꾸역 하고 있다는 생각때문에 집중도 잘 안되고 공하는 날보다 안하는 날이 더 많고 그러다 보니 성적도 안 나오고 되는 일이 없더라고요,18
13825,고등학교 올라와서 천식도 생기고 망막 박리때문에 양안 수술도 하고 이런 저런 스트레스 때문에 혼자 방에서 종종 울기도 했고그냥 이렇게 살아가는게 맞나 의구심이 들었어요,0
13826,물론 다른 취미 특기 적성을 찾아서 이걸 이루겠다,14
13827,라고 마음 먹었던적은 수십번이 넘지만 금새 포기하게 되더라고요,0
13828,의사관련 책 읽기일주일에 23권씩 꼬박꼬박 직업인과의 만남 천문물리 학자천문 동아리 전국학생천체관측대회 2개 참여 경기꿈의학교별의별 과학 서적코스모스엘러건트유니버스emc2 생명공학 계열교내 과학 토론 참여 생명과학 교실 4회 참여 등등 고등학교에서 짧은 1년동안 부단히 노력하며 진로를 탐색했고 흥미 있는 분야를 찾아 직접 체험해보고 조사하고 참여하고 했지만 모두 제 마음에 내키지 않았어요,6
13829,이 상황에서 저는 뭘 어떻게 해야 할까요,15
13830,지금이라도 부모님을 다시 설득해 시작하는게 맞을까요,5
13831,만약 설득을 하려,12
13832,면 어떻게 해야할까요,12
13833,저는 삼정자 중학교 2학년 재학중인 학생입니다,3
13834,저의 현재 희망직업은 정신과 의사입니다,17
13835,사춘기성 우울증 조울증을 가볍게 겪고 실제 어른들의 생활을 어렴풋이 보기 시작하면서 저런 어른들 청소년들에게 힘이 되는 직업을 가지고 싶었습니다 하지만 저는 어렸을때부터 노래부르는 것과 춤추는 것을 좋아해서 아이돌의 꿈을 꾸었습니다 하지만 체형이 크고 얼굴이 예쁘지 않은지라 중학교 1학년때 꿈을 접었습니다,9
13836,사실 그 뒤로 춤 노래에 관련된 직업은 상상도 하지 않고 살며 의사가 되기 위해 열심히 공부했었습니다,18
13837,그런데 우연히 77억의 사랑이라는 프로그램을 보다가 꿈을 쫓는 다는 그 말에 심장이 뛰었습니다,6
13838,그리고 뮤지컬 배우라는 꿈을 마음 한쪽에 품어놓고 살고 있습니다,9
13839,저는 뭘 해야 할까요,12
13840,저는 사는 지역 관계 없이 고등학교를 가도 되는데요,9
13841,왠만하면 가장 좋은 곳에서 좋은 교육을 받고 싶어요,13
13842,대학은 프랑스나 호주쪽으로 유학을 생각하고 있는데 실업계를 가야할지 인문계를 가야할지도 고민 되구여,18
13843,그런데 조사를 해 보아도 무슨 고등학교가 제과제빵을 배우고 유학을 가기에 좋은지 잘 모르겠더라구요,13
13844,안녕하세요,4
13845,중학교 때까진 외교관이 꿈이였었는데 고등학교에 올라오면서 그건 너무 힘들 것 같아서 다른 직업도 찾고 싶어졌습니다,2
13846,사람들의 생활을 편리하게 해주고 사람들을 돕는 것을 좋아합니다청소 이런 종류의 일 말고 편리하고 안전한 삶을 위해 아이디어를 제시한다거나 새로운 제도를 도입한다거나 하는것 그리고 직업이 여유롭고 일년에 한번씩은 12주 정도 쉴수 있는 직업이였으면 좋겠습니다,14
13847,그리고 될 수 있으면 해외로 진출 할 수 있거나 해외로 일을 하러 가는 일이 있었으면 좋겠습니다,7
13848,이런 직업과 관련된 학과랑 직업 좀 알려주시면 감사하겠습니다,1
13849,공부가 너무 하기 싫은데 예체능으로 가기에는 소질이 없고 스트레스 받아가며 공부를 해도 성적이 안 오르니까 허무하더라고요 어떻게 해야할까요 계속 참고 공부를 해야할지 아니면 지금 시기에 여러 분야를 배워보고 접해보면서 진로를 찾을지 고민 돼요,18
13850,안녕하세요,4
13851,제가 상담끝에 동양대학교로 가기로 결심했습니다,0
13852,제 목표가 철도과에 가는것인데 제 커트라인으로 갈수있을까 궁금합니다,14
13853,학교마다 성적반영 이 틀려서 어떻게 등급을구하는지는 잘 모르겠지만 제가 한 방법이 맞다면 58등급이 나오는데 동양대학교 철도과에 갈수있나요,8
13854,6개의 철도과가 있는데 다 어떤등급을받아야 갈 수 있는지 궁금합니다,14
13855,대학 성적반영 구하는거랑 동양대 철도과 커트라인좀 알려주세요 ,0
13856,그리고 면접은 어떤식으로 나오는지 궁금합니다 ,14
13857,감사합니다 ,6
13858,안녕하세요,4
13859,저는 작년부터 일러스트레이터가 되고싶어서 그림을 꾸준히 그려오는 15살 여학생입니다,9
13860,제가 현재 목표하는 고등학교는 한국애니메이션 고등학교에 가서 애니메이션학과에 들어가는 것입니다,10
13861,그런데 아직 대학교를 못정했어요,5
13862,그림도 꾸준히 그리지만 그림을 잘 못그리는 거 같구요,13
13863,그래서 하고싶은질문1그림을 별로못그려도 자기 개성댜로 그리면 갈수 있나요,0
13864,2대학교는 어디가 제일 좋을까요3어떤 교과위주를 잘해야되나요,10
13865,4한국애니메이션고등학교는 어떻게 해야 갈수 있나요,10
13866,5한국애니메이션고등학교 애니메이션학과는 어떻게 해야 갈수있나요,10
13867,6그림 잘그리는 팁은,14
13868,지구 환경문제를 해결하고 지구를 더 좋게할수 있게하고싶은데 어느 과랑 직업을 선택해야 할까요,11
13869,안녕하세요,4
13870,일반고에 재학중인 고1 여학생입니다,3
13871,제가 초등학교때부터 응급구조사가 꿈이였는데 몇가지 궁금한 점이 있습니다,9
13872,1급 2급이 있던데 두 자격증의 차이가 뭔가요,19
13873,그리고 2급이 있어도 구급차에 타서 응급처치를 할수있나요,0
13874,1급은 주로 어떤일은 하나요,19
13875,전문대로 가도 차별없이 응급구조사가 될수있나요,6
13876,제가 문과이고 정시를 생각하고 있는데 응급구조사가 되는데 어려움이 있을까요,2
13877,좋은 답변 부탁드립니다,6
13878,공항세관원이라는 직업을 옛날부터 해보고 싶었는데 관세직 공무원을 쳐서 합격하면 공항으로 가는 줄 알았는데 항구 또는 공항 지역청 등 랜덤으로 간다고 하더라고요 그러면 공항세관원이 꿈인데도 불구하고 지역청이나 항구에서 일하는 건가요  그럼 공항세관원은 어떻게 되나요 ,14
13879,찾아보고 여기 쓰는건데 되게 허무한 느낌이에요 ,6
13880,안녕하세요,4
13881,제과제빵사 호텔디저트쉐프 호텔파티쉐 등등의 진로를 생각하고 있는 고1 학생 입니다,9
13882,중학교 때는 재미있고 또 솜씨도 나쁘지 않다 생각해 그 쪽으로 진로를 생각했는데 고등학교 와서는 대학교도 어떻게 어디로 가야할 지 어떤 학과로 또 유학은 가야하는 지 성적은 어떻게 올릴건지 등의 현실적인 고민 때문에 제가 생각하던 진로를 다시 한번 더 생각해보게 되었습니다,18
13883,며칠동안 4년제 일반대학 중 제과제빵과는 존재하지 않기에 호텔조리과 디저트 쪽의 학과가 있는 대학을 검색해보았더니 서울 쪽에 있는 대학은 경희대 정도 뿐이더라고요,14
13884,경기도 쪽은 아직 찾아보지 않았고 전문대학 중 제과제빵과가 유명한 곳은 혜전대 한국관광대 우송정보대 등등이 있지만 일반대학을 갈 수 있음,14
13885,가고 싶어요그리고 서울에 살기 때문에 주변에 있는 대학 중 가라고 하시더라고요,10
13886,부모님께서 자취나 기숙사는 절대 허락하지 않으셔요 그리고 커리어넷에서 적성 검사 등을 해본 결과 주로 손재주 대인관계 체육특화 등등 머리로 하는 것보단 몸으로 행동으로 하는 게 적성에 맞는 것 같아보이더라고요,0
13887,그리하여 제가 궁금한 것은 호텔디저트쉐프 호텔파티쉐 등 호텔에서 디저트를 만드는 직업을 하려면 어떤 학과로 가야하는 지 또 성적은 몇등급 정도 나와야 안정권에 드는 지 유학은 어느 쪽으로 가는게 좋은지프랑스 호주 등 궁금합니다,8
13888,안녕하세요,4
13889,17살인 학생입니다,19
13890,저는 계속 꿈이 없다가 지금 저희 학교에서 2학년 선택과목을 정해야 하면서 꿈을 생각하게 되었는데요,10
13891,저는 한번에 꿈을 정해서 그거에만 집중하고 싶어서 지금 정하게 되었는데요,18
13892,공부를 잘하진 않지만 영어를 제일 재밌게해서 영어 쪽으로 가고 싶다는 생각을 해서 외항사 승무원을 꿈꾸게 되었습니다,7
13893,제가 이 꿈에 대해서 아는게 없어서 해외 항공사나 해외 항공사에서 무엇을 보는지가 궁금해서 올리게 되었어요,14
13894,먼저 저는 교육대학교 진학을 희망하는 고등학교 2학년 학생입니다,10
13895,벌써 고등학교 생활이 반이 지나갔는데 비교과가 너무 특색이 없는 것 같아 걱정입니다,9
13896,성적은 현재13 정도이고 유지하거나 올릴 생각입니다,2
13897,그런데 1학년 생기부를 살펴보니 다양한 활동들을 하긴 했지만 중구난방식으로 이것 저것 했다는 느낌이 들었습니다,0
13898,실제로 담임선생님께서 그렇게 말씀하시기도 했고요,11
13899,그래서 생기부 활동을 어떤 식으로 유기적으로 채워나가야 할지 막막합니다,0
13900,어떻게 해야 할까요,12
13901,최근에 진로에 대해 깊게 고민하고 있는데 커리어넷이 정말 많은 도움이 되었어요,13
13902,먼저 이 점 감사합니다,6
13903,일단 제가 흥미를 갖고있는 직업은 회계사 인데요 제가 문과쪽이기도 하고 이 직업이 수리력을 별로 요구하지 않는다고 들었어요,8
13904,그래서 제 고민은 고등학교에 입학하면 이과 문과 정해야 하잖아요,10
13905,회계사가 되고 싶으면 어떤 것을 선택하는 게 좋을까요,7
13906,사실 제가 수학 화학 이런거를 별로 좋아하지 않고 영어 역사 같은 걸 좋아하거든요,13
13907,또 국어는 잘 못하는 게 완전 문과도 아닌거같고 하하 고민이네요,18
13908,막상 하고 싶은 일은 없어요,7
13909,가슴이 뛰지도 않고 노력을 안하게 되고 그래요 직업을 삶는 기준은 많은데 어떻게 해야 동기부여가 생길까요,18
13910,안녕하세요,4
13911,저는 중2 태환이 입니다,3
13912,제가 언제부턴가 진로에 관한 생각을 하게 되면서 이 커리어넷에서 여러 검사를 해 보았는데요,18
13913,제 적성이 창의력이 906이 나오고 흥미도 예술이 1위를 차지 했어요,8
13914,제가 옛날에는 미술활동을 좋아하긴 했는데 점점 크면서 사회봉사를 하면서 살고싶더라고요,11
13915,제 성격이 약간 나쁜 것을 보면 참지 못하는 성격이라 경찰관 중에서도 형사 강력반이 되고싶었는데 신체운동 능력에서 371로 너무 낮게 나오더라고요,14
13916,그래서 말인데 제가 이 상태에서 보완 할 점을 구체적으로 알려주시거나 그커리어에 관해 미리 준비 할 것 또 굳이 안 된다면 경찰관 외에 사회 봉사를 하며 우리나라 행정이나 정치계에 들어가거나 부정부패가 없는 우리나라를 만드는데 기여를 하는데에 큰 영향을 행사할 수 있는 직업을 알려 주세요,0
13917,제가 현재 관림있어 하는 직업목록인데요,10
13918,제 고민과 취합해 조언을 해주시면 감사하겠습니다,6
13919,경찰형사 영화배우 공무원 감사관 조사관 제가 H형 흥미 검사에서 사회 관련 부분이 높게 나왔다는 것을 고려하여 알려 주십시오,6
13920,안녕하세요,4
13921,저는 일반고에 재학중인 고1 여학생 입니다,3
13922,제가 어렸을때부터 응급구조사가 꿈이였는데 응급구조사는 이과인걸로 알고있습니다,9
13923,저는 문과이고 선택과목도 생활과 윤리랑 사회문화 이런걸 선택할건데 응급구조사가 되기에 어려움이 있을가요 그리고 저는 정시로 갈려고 하는데 대학에서 대부분 수학과 국어를 같은 비율로 보고 탐구도 본다고 써있었습니다,8
13924,제가 중학교때부터 수학을 포기했는데 수학이 걸려서 대학에 들어가는데 어려울까요,10
13925,지금 모의고사는 1번밖에 안봤는데 그때 국어는 4등급 수학은 6등급 영어3등급 사회2등급 과학5등급 한국사3등급 정도 나왔습니다,9
13926,저희 부모님이 4년제 대학을 나오길 원하는데 4년제 대학중 가능한 대학이 있을까요,2
13927,그리고 저는 4년제를 가지 않고 전문대를 가도 상관이 없는데 전문대는 정시 입시제도와 등급이 어느정도 나와야하는지 아무리 찾아봐도 나오지 않아서 자세히 알고싶습니다,14
13928,전문대에 응급구조학과가 개설되어 있는 학과는 어디가 있나요,9
13929,그리고 응급구조사 자격증이 있어야 한다고 하는데 대학을 그냥 나오면 2급 자격증이 나오는 건가요,10
13930,그리고 1급을 따려고 하면 2급을 따고 3년동안 실습해야 딸수있는지 아니면 바로 1급을 딸수있는 자격이 주어지는지 궁급합니다,9
13931,안녕하세요,4
13932,서울 오산중학교 1학년 다니는 김인성인데요,19
13933,제 고민은 바로 제목과 같이 꿈이 여러개 입니다,17
13934,저는 사실 예체능 쪽으로 진학을 가고싶습니다,17
13935,그에대하 체력관리나 운동이나 지금 열심히 하고 잇습니다,0
