Question,Answer
저는 미래에 무슨직업을 가질까요?,"안녕! 반가워요! 친구
저는 내친구교육넷 사이버상담교사 이정희입니다.
내가 점술사가 아닌 이상 친구가 미래에 무슨 직업을 가질지 알 수는 없어요.
미래의 주인공은 내가 되어야 되는데 내 직업을 다른 사람이 선택해줄 수는 없는 것이지요. 
친구는 미래에 어떤 직업을 가지고 싶나요?
아직 진로에 대한 구체적인 꿈을 가지지 못했다면 너무 조급하게 생각하지는 마세요. 지금부터라도 나의 미래에 대한 설계를 시작하면 됩니다. 친구가 제일 먼저 할 일은 나 자신을 잘 아는 것입니다. 나의 성격, 나의 적성, 나의 흥미, 나의 진로가치관, 나의 주변 환경을 살펴보고 그에 맞는 미래 직업을 알아보고 가장 적합한 것을 선택해가는 진로심리검사가 필요합니다. 친구에게 권하는 가장 빠른 방법이 커리어넷(www.career.go.kr) 에서 실시하는 진로심리검사입니다. 이 진로심리검사를 통하여 친구에게 맞는 미래 직업을 선택해 보세요. 2, 3가지의 직업으로 범위를 좁히면 부모님이나 진로선생님 및 담임선생님과의 진로상담을 통해 조언을 얻거나 정보탐색을 통하여 보다 구체적이고 현실적인 나만의 꿈을 가지도록 하세요. 그다음부터는 꿈을 실현하기 위한 친구의 실천과 노력이 성공을 좌우하는 열쇠가 되는 것이지요. 자신만의 꿈을 가지기 위해서는 보다 진지하고 열성적인 노력이 필요합니다.
이런 노력등을 통하여 친구에게도 부디 이루고 싶은 꿈이 생겼으면 합니다!!!"
뭐든 관심이 있어서 시작을 하긴 하지만 금방 실증이 나서 그만두는 경우가 많았는데드럼은 아직도 배우고 있고 학원에서 밴드를 결성해 주셔서 일주일에 3~4일은 만나 연습을 하고 있습니다.예고를 가고 실용음악을 전공한다고는 하지만 과연 드럼하나로 돈벌이는 할 수 있을 까 아니면 취미생활로만 해야하는지 고민입니다.,"안녕하세요? 내친구교육넷 사이버상담교사 정영미입니다.
사이버상담실의 문을 두드려 주어서 고맙고, 정말 반가워요^^
드럼에 대해 관심이 많고 좋아하는데 미래의 직업과 관련지었을 때 진로선택을 어떻게 해야 할 지가 고민이군요.
자신의 진로를 결정할 때는 흥미와 관심도 고려해야하지만 자신의 적성과 능력, 재능, 성격, 가치관 등 전체적인 이해도 함께 해나가면서 정말 자신에게 어울리는 진로를 찾아야 한답니다. 따라서 드러머라는 직업이 자신에게 최선의 선택인지 생각해보는 시간도 필요합니다.
이러한 고민을 해결하기 위해서 우선 그 직업에 대해서 객관적으로 아는 것이 필요할 것입니다. 구체적으로 어떤 일을 하는지, 필요한 적성 및 흥미는 무엇인지, 그 직업인과 인터뷰한 동영상을 보면서 드러머가 되려면 무엇을 준비해야 할지를 살펴보세요.
 음악에서 성공을 한다는 것은 엄청난 피나는 노력이 필요해요. 드럼 하나로 성공해서 만족할 만한 경제적 수입을 벌어 안정적인 생활을 하기엔 피나는 노력으로도 쉽지 않을 겁니다. 취미생활로는 아주 멋진 활동일 것 같습니다. 밴드에서 드럼연습이 재미있고 싫증나지 않다면 꾸준히 활동을 하세요. 미래에 언젠가 이 취미활동이 삶에서 긍정적인 보상을 줄 수 있을 지도 모릅니다. 그러나 장래희망으로 다양한 진로 탐색을 해 볼 것을 권유합니다.

 중고등학교 시절은 다양한 가능성을 탐색하고 앞으로 10년 15년을 내다보면서 자신의 꿈을 이루기 위한 잠정적으로 자신의 미래를 설계해보는 시기입니다. 한 두 가지 꿈이 있다고 해 그 꿈이 바로 성취되는 것은 아닙니다. 앞으로 시간이 지나면서 학교에서 더 많은 지식을 배우고 실력을 키우며, 새로운 경험이 쌓이고 많은 사람을 만나면서 세상을 바라보는 시야가 넓어졌을 때 진정한 자신의 꿈에 한발 더 다가갈 수 있습니다. 진정한 꿈을 찾는데 오랜 시간이 걸리고 인내심도 필요합니다. 아직은 나이가 어리므로 미래에 다양한 직업에 관심을 갖고 여러 가능성을 열어 놓고 자신의 진로를 충분히 탐색하는 것이 지혜로움을 가지길 바랍니다.

상담의 답변이 도움이 되었나요?
더 궁금한 부분이 있으면 언제든지 내친구교육넷 상담실을 두드려 주세요. 연일 무더운 여름 날씨에 건강 유의하고, 항상 긍정적인 태도로 알차고 즐거운 학창시절을 보내길 길 바랍니다. 감사합니다.^^"
"내 취미는 게임이고,제가 잘하는 것은 자전거 타기이다.
제가 되고싶은 직업은 엔지니어이다","반갑습니다. 김OO학생.
저는 내친구교육넷 상담위원 김해식입니다. 내친구교육넷을 찾아줘서 고맙습니다.
늦은 시간인데도 싸이트를 방문해서 질문을 해 주었군요.

질문을 보니 학생의 취미는 게임이고 잘하는 건 자전거 타기, 장래의 꿈은 엔지니어라고 되어있군요.  질문에는 딱히 어떤 것이 궁금한 지 나타나 있지는 않네요. 

그러면 학생의 꿈인 엔지니어에 대해서 간단히 설명을 하겠습니다.
 엔지니어(기술자)의 종류는 정말 다양합니다. 
 첫번째로 네트워크엔지니어에 대해서 설명하겠습니다. 네트워크엔지니어는 전산망과 관련된 각종 하드웨어 및 소프트웨어 등에 관한 네트워크시스템의 분석, 설계 및 구축에 관한 업무를 하는 사람입니다.  대학에 있는 관련학과로는 소프트웨어공학과 , 인터넷정보학과 , 정보통신공학과 , 정보통신과 , 컴퓨터공학과 , 컴퓨터과학과 , 컴퓨터소프트웨어과 , 컴퓨터응용제어과 등이 있습니다.

 두번째로는 무선주파수엔지니어(무선주파수기술자)가 있습니다. 대학 관련학과로는 전기전자공학과 , 전자공학과 , 전파공학과 , 정보통신공학과가 있습니다. 무선주파수엔지니어는 무선 주파수(RF: Radio Frequency)를 이용하여 무선통신장비들을 연구, 개발, 설계하는 일을 합니다. 또, 시장조사와 경쟁업체의 제품 및 세계 무선통신장비 업계의 기술변화 등에 대해 분석하고, 새로운 기능과 성능을 갖춘 무선통신장비를 기획하고 개발하는 일을 합니다.

 이외에도 컴퓨터하드웨어기술자(엔지니어), 통신기기기술자, 금속공학기술자, 재료공학기술자, 건설기계공학기술자, 원자력공학기술자 등 수많은 엔지니어(기술자)가 있습니다. 

학생의 꿈인 엔지니어에 대해서 더 많은 것들을 쉽게 알 수 있는 방법으로는 워크넷이나 커리어넷에 접속하여 직업정보란에서 엔지니어(기술자)를 검색해 보면 됩니다.

열심히 공부하여 학생의 꿈인 엔지니어가 꼭 되길 바랍니다. 홧팅입니다^^"
제꿈이 구글에 들어가고싶어요.그런데 어떤 담당을 맡고 제 정석에는 맞는지 무슨공부를 해야되는지 잘 모르겠어요.,"안녕하십니까? 사이버 상담실을 찾아 주셔서 감사합니다.
구글이라는 회사는 많은 사람이 들어가고 싶어하는 글로벌 회사이지요. 학생이 구글에 들어가고 싶다면 그 회사에 대해 좀더 자세히 알아 보는 게 필요하다고 봅니다. 
예를 들면 구글의 홈피에 들어가서 그 회사가 바라는 인재상이나 기업정신 등등을 아는 것이 가장 우선이라고 생각합니다. 그 회사가 어떤 사람을 원하는지를 알아야 그에 맞게 준비를 할 수 있으니까요.
 제가 아는 구글이라는 회사는 글로벌 기업이니까 우선 영어는 필수 과목이니까 영어 공부를 게을리 하면 안되겠지요. 그리고 창의성이나 팀웍, IT관련이나 기술적인 분야에 차별회된 능력이 필요하리라고 봅니다. 
 학생이 중학생이면 아직 많은 시간이 있으니까 천천히 영어공부와 학교공부를 게을리 하지 말고 열심히 하시기를 바라며, 아울러 창의성을 키우기 위한 노력(우선 다양한 방면의 독서를 권장)도 게을리 하지 마시기를 바랍니다.
 끝으로 학생의 꿈을 응원하며, 포기하지 않고 꾸준히 노력한다면 반드시 그 꿈을 이룰 수 있을 것입니다. 화이팅~~^^"
안녕 하세요. 저는 아직 꿈에 대해 관심은 있지만 제대로 못 정한 중학생 입니다.일단 저의 꿈응 경찰관 입니다. 대학교는 경찰대를 목표 삼아 공부 하고 있지만 어떻게 하면 경찰대에 들어가는지에는 모릅니다. 다른 사람들은 대학에 갈려면 공부만 잘 하면 아무데만 들어갈수 있다고 하지만 경찰대여서 공부만 잘 하면 안되는 것 같습니다. 경찰대에 갈여면 무슨 내신과 운동이 필요하고 또 잘 드러가는지 알려주세요경찰이 되면 힘든 점은 무엇이 있고 주 업무는 무엇인지 궁금합니다 . 저는 꼭 경찰이 되고 싶습니다,"반가워요^^
내친구 교육넷 사이버 상담위원 강경민입니다!

경찰관에 꿈인 학생이군요! 경찰관이라는 직업을 갖기 위하여 이렇게 용기내어 글을 남겨주어서 무척 반갑고 기특하다는 생각을 했어요!
자신의 고민을 해소하기 위하여 이렇게 나를 찾아주어서 고마워요~

우선학생의 질문은
첫째, 경찰대학 내신준비 방법이 어떻게 되나요?
둘째, 경찰이 되면 힘든 점과 주 업무가 어떻게 되나요?

이렇게 정리할 수 있을 것 같아요. 맞나요?^^ 
학생의 질문을 하나씩 차근차근 풀어나가볼께요!!

첫째, 일던 경찰대 모집전형을 알아볼께요. 일반전형, 특별전형(농어촌학생, 한마음무궁화)전형이 있어요. 특별전형이 10%로 정도 뽑으면 10명정도가 됩니다. 자신이 특별전형에 속하는지 확인해봐야겠죠? 한마음무궁화는 수급자, 차상위, 다문화, 보훈대상 등을 말합니다.
경찰대는 1차(20%), 2차(체력,5%), 최종사정(면접,10%).학교생기부(15%),수능(50%)이렇게 이루어져 있습니다.

이 중 학생이 물었던 내신(생기부)은 고등학교 1학년 1학기부터 3학년 1학기 성적으로 석차등급에 따라 점수가 부여됩니다. 내신은 과목보다는 전체적인 석차를 봅니다.
 1차시험 과목은 국영수이고 수능은 국영수,탐구2과목,한국사를 보내요??
그리고 체력은 100m,1000m달리기, 윗몸일으키기, 악력, 팝굽혀펴기를 봅니다. 그리고 병원에서 신체검사를 받아 서류를 제출해야합니다^^

2019 경찰대학 모집요강을 첨부로 올려놓을께요! 꼭 확인해보세요~

둘째,  경찰이 되면 힘든 점과 주 업무가 어떻게 되나요?
일단 경찰이 되면 힘든점은,
사건에 연류된 사람들을 계속 만나야 된다는 점, 안정에 대한 보장의 한계, 민중의 지팡이로써의 역할에 대한 부담감, 잦은 야근 등 선생님이 생각하는 단점과 학생이 생각하는 단점은 다를 수 있습니다. 어떤 직업을 갖게 되어도 모두 장단점을 가지고 있습니다. 자신이 생각하는 가치관에 따라 장단점이 바뀔 수도 있으니까요~^^ 학생이 우위에 두고 있는 직업에 대한 가치가 무엇인가요??

주 업무에 대해서는 경찰서에서 2년 6개월간 순환보직을 합니다. 지구대 또는 파출소 6개월, 경찰서 수사부서 2년 근무 후 적성, 희망, 능력에 따라 인사배치 됩니다. 이후 각 부서마다 주어지는 역할이 다르고 기본적으로 시민의 안전과 재산 보호 공공질서유지 등 매우 다양한 역할을 하고 있다고 합니다^^

이상으로 선생님이 학생이 원하는 질문에 대한 답을 달아보았어요^^
선생님의 상담내용에 부족한 부분도 있겠지만 학생에게 조금이나마 도움이 되었으면 좋겠네요~ 상담 후에 해결되지 않은 문제가 있거나 다른 고민이 있을때는 언제든지 선생님을 다시 찾아주세요!!! 학생이 경찰이 되는 그날까지 화이팅입니다!!"
저는 아직 하고 싶은것도 꿈도 없어요 어떻게 해야될까요?,"반갑습니다! 내친구교육넷 사이버상담위원입니다. 우선 자신의 진로를 개척하기 위해 고민하고 노력하려는 학생에게 힘찬 응원의 박수를 보냅니다. 진로에 대한 구체적인 목표가 없어서 고민이시군요.
TV나 영화, 또는 독서, 일상 생활에서 다른 사람의 하는 일이 멋있게 느껴지고 가슴 설레게 했던 경험을 생각하면서 다음의 방법으로 좋아하고 즐거운 일, 꿈을 찾아보면 어떨까요?
1. 일상생활에서 즐거운 일을 먼저 찾아봅시다.
칭찬 받았던 경험, 어떤 일에 집중하거나 즐겁고 좋았던 경험이나 좋아하는 과목을 나의 흥미와 적성으로 연결시킬 수 있습니다. 선천적으로 특별한 능력을 갖춘 사람도 있겠지만 소수에 불과하고 대부분의 사람들은 자신의 흥미와 능력을 찾고 끊임없는 노력으로 만들어 가고 있답니다. 또한 특별하게 잘하고 재미있는 것이 있어야만 적합한 직업을 선택할 수 있는 것도 아닙니다. 어떤 사람은 매우 친절하기 때문에, 성실하기 때문에, 아이디어가 뛰어나기 때문에, 봉사를 좋아하기 때문에 등등으로 멋지게 자신의 일을 잘 해나고 있으니까요. 
2. 나만의 개성을 찾아봅시다.
‘나’라는 사람의 성격과 능력을 알리기 위한 광고를 찍는다고 상상해 보세요. 누가 보아도 내가 어떤 사람인지 한 눈에 알 수 있도록 다음 사항을 정리해 보면 어떨까요?
- 성격 : 나의 장점과 단점, 힘든 일 극복 방법
- 학업 : 가장 자신 있고 재미있는 과목
- 경험 : 취미, 특기, 동아리, 여행 등
- 가치관 : 중요하게 생각하는 것, 좌우명, 롤 모델, 장래 목표
- 부모님이나 친구들의 평가 
3. 진로심리검사
 커리어넷 또는 워크넷 사이트에 접속하여 진로심리검사를 해 볼 것을 추천합니다.  
검사 결과가 이해가 되시지 않을 경우 학교의 진로상담선생님께 상담을 신청해도 좋겠습니다.
그런데 유의할 점은 검사 결과가 자신이 원하는 방향과 다르다고 하더라도 낙심하거나 검사 결과를 무조건 믿는 것도 올바른 태도가 아니며, 이러한 검사 결과는 하나의 참고 자료일 뿐 정답은 아니라는 점입니다. 
4. 나를 잘 아는 주변 사람에게 나에 대해 물어 보세요.
가까운 친구, 부모님, 선생님 등 옆에서 지켜보고 있는 사람들은 학생의 특징을 객관적으로 얘기해 줄 수 있습니다 .
5. 다양한 사람들을 만나고 여러 가지 경험을 통해서 찾아볼 수 있습니다.
청소년 시절에 다양한 경험을 통해 폭넓은 진로를 탐색해 보아야 합니다. 직접 경험(진로체험, 동아리 활동, 봉사 활동), 간접 경험(독서)을 통하여 내가 잘 모르고 있었던 나의 모습을 발견할 수 있습니다.

오늘 선생님 답변이 도움이 되었나요? “꿈은 찾는 것이 아니라 만들어 가는 것이다.”라는 말도 있습니다. 자신이 목표를 세웠다면 목표를 달성하기 위하여 꾸준한 노력과 반성으로 자신을 가꾸어 가라는 의미겠지요. 그리고 중학교의 교육은 모두 우리가 앞으로 살아가기 위해 필요한 기본적인 교육 과정입니다. 학교 공부에 충실하면서 앞으로 내가 어떤 일을 하면 좋을까를 고민해 보도록 합시다. 더욱 궁금한 내용이 있다면 다시 한번 상담실을 찾아 주세요. 감사합니다."
저는 작년까지만 해도 진로 라는걸 생각도 안하고있었는데 올해되서야 아버지의 말씀을 듣고 항공고를 가서 항공기 정비사가 되야지 라는 생각을했습니다.그래서 저의 목표가 생겻고 공부를 조금만 더 열심히 할걸 이라는 생각이 계속 떠올랏습니다 그래도 뭐 지나간 일이기 때문에 어쩔수가 없다는걸 알고 이제 더 열심히 그분야에 대한 공부를 할려고합니다,"안녕하세요! 만나서 반갑습니다^^
많이 덥죠? 건강 잘 챙기기를 바랍니다~
항공정비사라는 직업에 관하여 생각하고 있군요~항공 산업 자체가 매우 큰 편이고 그에 파생되는 일자리도 많기 때문에 장기적으로 보았을 때 전망이 좋은 직업이라고 보입니다.
우선, 항공정비사가 되기 위해서 항공정비과로 진학하는 것이 필요할 것 같습니다. 항공정비 분야가 이과 영역으로 볼 수 있기 때문에 수학과 과학 분야에 대한 공부를 열심히 한다면 좋은 결과가 있을 것이라고 생각됩니다.
항공고등학교가 따로 있기 때문에 고입을 잘 준비하는 것도 필요할 것 같습니다. 
보통 항공고등학교의 경우도 교과성저과 출결 그리고 봉사활동을 중점적으로 보기 때문에 지금부터라도 열심히 준비한다면 좋은 결과가 있을 것으로 보입니다.
특히, 일반고등학교 진학과 마찬가지로 교과성적의 반영 비율이 매우 크기 때문에 이에 대한 대비를 잘해놓기를 바라며 음악, 미술, 체육을 제외한 전 교과를 반영한다는 점도 유념하기를 바랍니다. 현재 이야기하는 부분은 경북항공고등학교를 예로 들었기 때문에 학생이 직접 항공고등학교 홈페이지에서 이에 대한 부분을 확인해보기를 바랍니다.
출결 점수도 있으므로 중학교 과정에서 결석을 최대한 하지 않는 것도 중요합니다. 또한 봉사활동 점수도 있기 때문에 교육과정 속에서 봉사활동 시간도 잘 챙겨놓기를 바랍니다^^
후회보다는 현재 자신이 희망하고 바라는 미래의 진로를 위해서 노력한다면 꼭 이룰 수 있을 것이라고 생각합니다. 학생 스스로 부족한 부분을 알고 있고 노력하고자 하는 의지가 보이기 때문에 좋은 결과가 있을 것이라고 믿음이 갑니다! 힘내시고 꿈을 꼭 이루기를 바랍니다^^"
고민상담부탁드려요,"안녕하세요. 내 친구 교육넷 사이버상담위원입니다. 학생은 지금 자신의 진로에 대해 어떻게 해야 할지 막막하기도 하고, 조금은 답답하기도 한 것 같네요. 요청한 상담 내용에 대해 이야기하기에 앞서 학생에 대해 좀 더 알 수 있는 내용이 없어서 아쉽습니다.

자신에 대해 잘 이해하고 일찍 진로를 결정하는 사람도 일부 있지만 대부분의 사람들이 자신의 진로에 대해 학생처럼 고민하고 있으니 너무 조급하게 무엇을 정하려고 하지 말고 다양한 경험과 활동을 하며 천천히 탐색하는 시간을 가지는 것이 중요합니다. 하고 싶은 일을 찾는다는 건 원래 어렵고 평생에 걸쳐 고민하고 도전해야 하는 문제입니다.

하고 싶은 일을 찾는 방법에는
1. 경험 넓히기
하고 싶은 게 영 없다는 사람은 대체로 경험이 부족한 경우가 많습니다. 여행도 별로 다녀본 적 없고 사람도 만나는 사람만 만나다보니 자기 세계가 너무 작은 경우가 있습니다. 부족한 경험은 사람의 시야를 좁게 만듭니다. 그러니 여러 곳을 돌아다니며 직접 체험하는 기회를 많이 가지는 것이 좋습니다. 학교에서 하는 동아리활동, 체험활동, 스포츠활동, 봉사활동 등 적극적으로 참여하는 자세가 필요합니다.

2. 다양한 분야의 독서 및 잡지 읽기
독서와 잡지는 단시간에 다양한 간접 경험을 하게 해 줍니다. 최신 정보를 습득하는 것 이상으로 사회에 대한 안목을 길러 줍니다. 도서관에서 경제, 패션, 운동, 과학, 진로 관련 잡지 등의 잡지를 정기적으로 읽는 게 좋습니다.

3. 목표의 구체화와 기록
영화나 TV 등을 보면서 ‘아 저거 참 멋지네?’ 이렇게 막연히 생각했던 게 있을 것입니다. 이제는 그런 걸 대충 넘기지 말고 자세히 조사해 보는 태도를 가져요. 직접 경험해 보기 어려운 일은 경험자를 만나 얘기해 보거나 관련 자료를 검색하거나 동영상으로 배우는 것도 좋습니다. 중요한 건 그게 무엇이든 호기심을 가지고 탐구해 보는 것입니다. 조사한 것을 꼭 기록으로 구체화해 봅시다. 

4. 자기 목소리에 집중하기
남 눈치 보지 말고 정말 본인이 하고 싶은 일이 무엇인지 진지한 고민이 필요합니다. 조건이나 환경, 재능 등도 따지지 말고 정말 원하는 것이 무엇인지 집중해 봐요. 

5. 무조건 실천하기
사실 이 모든 건 부지런히 움직이고 생각하면 다 해결할 수 있는 문제입니다. 사람은 가만히 있으면 생각이 떠오지 않아요. 살아있는 생각은 움직여야 많이 생기니 경험과 행동이 중요합니다.

이러한 활동을 통해 자연스럽게 자신에 대한 이해와 진로에 대한 설계가 이루어지리라 믿습니다. 천천히 시간을 가지고 자신에 대해 알아가길 바랍니다."
,"안녕하세요! 만나서 반갑습니다. 내친구교육넷 사이버 상담위원입니다. 내친구교육넷을  방문해줘서 감사합니다. 친구의 고민은 여름방학과제라고 했는데 어떤과제인지 구체적으로 알수가 없어서 꿈과 관련된 이야기를 소개 합니다.꿈을 선택할 때는 여러 가지를 고려해야 합니다. 꿈은 막연히 머리속으로만 결정되는 것이 아닙니다. 정도, 현실적인 여건, 가치 등을 탐색해봐야 합니다. 그러기 위해서는 상담실에서 검사를 받 꿈을 위해서는 먼저 내가 어떤 사람인지 알아야 합니다. 나의 성격, 흥미, 적성, 학업성취 아보고 자신의 모습을 알아보는 방법이 있겠지요. 이후에는 직업 및 학과와 관련된 정보를 알아보아야 합니다. 정보는 꿈을 결정하는데 매우 중요합니다. 대형서점에서 꿈과 진로 관련 책자를 통해 정보를 얻을 수도 있고 내가 바라는 꿈과 관련이 있는 사람을 직접 찾아가서 그 알아보고 방법을 안내 받아 볼 수도 있습니다. 만약 대학과 관련이 있다면 각 대학에 비치된 대학안내 책은 각 학과의 교과과정을 상세하게 소개하고 있기 때문에 그 학과를 이해하는데 도움이 될 것입니다. 이후에 나의 특성에 맞는 꿈을 선택하는 것이 중요한데 이때 결정을 순간적인 감정이나 부모님에게 의존하는 것이 아닌 자신의 합리적인 결정이 되어야 합니다.꿈이란 단순히 직업의 선택만을 의미하는 것은 아닙니다. 꿈이란 직업선택뿐만 아니라 우리가 일생을 살아가는 과정에서 경험하는 모든 활동을 포함합니다. 꿈의 선택은 어느 한 시점에서 끝나는 것이 아닙니다. 선택한 꿈에 적응하는 정도, 만족하는 정도, 바람직한 꿈 수정, 여가활동 등을 다 포함하므로 결국 우리들이 살아가는 전 과정에 꿈이 함께 한다고 생각됩니다. 꿈을 선택하기 위해서 다음과 같은 점을 생각해봐야 합니다. 1. 내가 원하는 직업 : 평소에 내가 원하는 직업은 어떤 것이었는지 알아봅니다. 부모님은 많이 본인을 보아왔고 무엇이 적성에 맞는지 잘 알수도 있기에 객관적으로 볼수도 있을 것입니다. 무조건 부모님의 말을 따르기 싫은 반항적인 마음을 버리고 마음을 열고 부모님의 의견도 고려해 보는 것이 보다 현명한 선택에 도움을 줄 수 있습니다. 2. 주위 사람들이 바라는 직업 : 부모님, 친척, 친구들, 기타 주변 사람들이 바라는 직업은 무엇인지 생각해 봅니다. 이때는 가능한 직업을 많이 생각해서 적어봅니다. 우리가 몰라서 선택하지 못하는 직업이 있을 수 있다면 나중에 아쉬움이 커지고 그런 직업이 있는 줄 알았다면 그걸 선택할걸 후회할 수도 있으니까요. 3. 정보자료에 의한 희망 직업 : 1,2에서 알아본 직업에 대해 필요한 학력, 자격조건, 일의 성질, 필요한 교육 및 훈련기간, 작업환경, 근무지역, 수입, 장래성, 고용기회, 자신의 생활양식 허용 정도, 승진 기회, 삶의 만족도, 즐거움의 제공 정도 등을 알아봅니다. 대형서점이나 대학안내 책자를 볼수 있고 컴퓨터 통신을 이용할 수도 있습니다. 혹은 그 일에 종사하고 있는 사람들을 찾아가서 직접 물어 볼 수도 있습니다. 4. 직업가치 : 내가 직업 선택에서 무엇을 중요하게 생각하는지 나의 특성을 알아보는 것입니다. 직업가치관 검사를 해보고 적절한 해석을 받으면서 내 모습을 확인해 볼 수 있습니다. 5. 직업흥미 : 직업 선택을 하기 위해 내가 무엇을 좋아하고 싫어하는지 알아보는 것입니다. 직업흥미 검사를 통해 알아볼 수 있습니다.  6. 적성 및 학업성취도 : 적성이란 내가 어떤 일을 할 수 있는 잠재된 능력입니다. 현재 학교에서 많이 실시하고 있는 것이 주로 적성검사입니다. 적성과 함께 학업성취도라는 현실적인 측면도 고려해야 합니다. 7. 최종선택 및 계획세우기 : 이상의 여섯가지를 고려한 이후에 최종 꿈선택을 하게 되는데 이에 적절하게 계획을 세워야 합니다. 계획은 무리하지 않게 꼭 할 수 있는 계획이 되도록 하고 1일계획, 1달계획, 1년 계획 등으로 기간에 적절하게 세웁니다.꿈을 선택하기 위해서는 나의 모습을 알고 직업정보를 알아본 뒤, 내게 맞는 직업을 선택해야 합니다. 가만히 앉아서 꿈을 결정하려고 한다면 막막해지고 합리적인 결정을 내리기도 어렵습니다. 자, 가지 않은 길에 대해 후회하지 않도록 부지런히 나와 직업세계에 대해 알아봅시다. 그리고 알아본 정보나 자료를 바탕으로 꼼꼼히 살피면서 꿈을 결정하는 것입니다. 나의 미래를 위해 시간과 노력을 쏟아보는 경험은 여러분에게 지금 무엇을 해야 할지 알려주는 나침반이 되어줄 것입니다. 선생님의 답변이 학생에게 조금이나마 도움이 되었으면 하는 바람입니다. 해결되지 못한 궁금증이나 다른 고민들이 있다면 다시 상담신청에 글을 남겨주세요. 그럼 만족스러운 꿈을 위해 노력해요! 파이팅!!"
제가 아직 꿈이 없는데 제가 잘하고 좋아하는 것을 찾는 방법에는 어떤 것이 있을까요?,안녕하세요! 반갑습니다.더운 날씨에 몸도 마음도 지치고 고민도 많으시죠?나의 진로를 고민하고 있는 질문자님은 이미 희망찬 미래에 한 걸음 다가선 거에요.아직 진로 결정이 되지 않아서 걱정이 되시죠? 질문자님에게 맞는 진로를 찾을 시간이 많이 남아 있어요. 조급해 하지 마시고 천천히 찾아보세요. 먼저 질문자님이 원하는 진로 결정을 위해 가장 좋아하는 과목이나 수업 시간이 무엇인지 또는 학교 생활에서 어떤 활동이 기억에 남는지 생각을 해 보세요. 만약 미술이 재미있고 미술 시간이 기억에 남는다 하면 그림을 그리고 꾸미고 만드는 것을 많이 할 수 있는 직업이 무엇이 있는지 찾아보는 거죠. 이런 식으로 처음에는 좋아하는 과목이나 활동을 적어보고 조금씩 범위를 좁혀서 자신의 성향이나 성적을 고려해 직업을 찾아보고 이런 직업을 얻기 위해 자신이 어떤 노력을 해야 하는지 생각해 보세요! 그럼 나의 진로가 보일 수 있습니다. 그런 다음 나의 진로를 위해 차근차근 공부하면 됩니다.질문자님에게 미래에 원하는 것을 이룰 시간이 아직 충분하기에 너무 걱정하지 마시고 내가 좋아하는 것을 찾아보세요.고민하고 있는 질문자님에 저의 답변이 조금은 도움이 되었길 바랍니다.질문자님의 미래를 열심히 응원하겠습니다.감사합니다.
